year,month,searches,search string,search string cleaned,active tab,signed in,on campus,results
2015,12,21,claudio marazzini,claudio marazzini,,21,,1485714286
2015,12,21,nejm,nejm,default_tab,0,8,1846552381
2015,12,20,harry potter,harry potter,default_tab,0,14,4448395
2015,12,20,bmj,bmj,default_tab,0,19,47757665
2015,12,20,adhd,adhd,default_tab,1,20,3178945
2015,12,20,nordic plan 2013,nordic plan 2013,default_tab,7,6,359
2015,12,19,exphil,exphil,default_tab,5,12,51
2015,12,19,neurology,neurology,default_tab,0,18,3019529474
2015,12,19,forvaltning og politikk,forvaltning og politikk,,4,,5235789474
2015,12,19,den norske velferdsstaten,den norske velferdsstaten,,1,,3173684211
2015,12,19,influensa,influensa,default_tab,0,19,341
2015,12,19,international environmental agreements,international environmental agreements,default_tab,2,11,1171815789
2015,12,19,"robert kolb and richard hyde, an introduction to the international law of armed conflicts",robert kolb and richard hyde an introduction to the international law of armed conflicts,,0,,28
2015,12,19,retssociologi,retssociologi,default_tab,3,12,2836842105
2015,12,19,yasaka,yasaka,,13,,1570421053
2015,12,18,menneskets fysiologi,menneskets fysiologi,default_tab,5,8,1531111111
2015,12,18,web of science,web of science,default_tab,0,18,2953638722
2015,12,18,journal of geophysical research,journal of geophysical research,default_tab,3,18,12477
2015,12,18,scopus,scopus,default_tab,1,17,3204446594
2015,12,18,mot hevdvunne sannheter: et korrektiv til oppfatninger om islam og muslimer,mot hevdvunne sannheter: et korrektiv til oppfatninger om islam og muslimer,default_tab,3,5,2
2015,12,18,english dictionary,english dictionary,,1,,3681364444
2015,12,17,anselm kiefer,anselm kiefer,default_tab,16,17,3094705882
2015,12,17,databaser,databaser,default_tab,0,15,2810294118
2015,12,17,her på berget,her på berget,default_tab,1,6,5557117647
2015,12,17,"french masculinities: history, culture and politics",french masculinities: history culture and politics,,8,,3111764706
2015,12,17,tingsrett,tingsrett,default_tab,1,6,507
2015,12,17,baudelaire's media aesthetics,baudelaires media aesthetics,default_tab,1,17,5
2015,12,17,le petit robert,le petit robert,default_tab,5,7,5438611765
2015,12,17,religiøse ledere,religiøse ledere,,0,,5582352941
2015,12,17,rhetorica scandinavica,rhetorica scandinavica,default_tab,0,15,5876470588
2015,12,16,a tavola nel rinascimento,a tavola nel rinascimento,default_tab,0,0,18
2015,12,16,agora,agora,default_tab,8,6,856575
2015,12,16,duo,duo,default_tab,1,8,536504375
2015,12,16,dylan thomas,dylan thomas,default_tab,2,8,14600375
2015,12,16,edward said,edward said,default_tab,2,8,4554885625
2015,12,16,fredsnasjon,fredsnasjon,default_tab,0,16,15
2015,12,16,lungesykdommer,lungesykdommer,default_tab,5,9,2124375
2015,12,16,giambattista vico,giambattista vico,default_tab,1,1,4437
2015,12,16,forvaltning og politikk,forvaltning og politikk,default_tab,3,5,57725
2015,12,16,kulturforskjeller i praksis,kulturforskjeller i praksis,,0,,34125
2015,12,16,lærebok i rettsmedisin,lærebok i rettsmedisin,default_tab,10,7,14
2015,12,16,psychocinematics,psychocinematics,,0,,9
2015,12,16,selvbestemmelse,selvbestemmelse,,0,,5324375
2015,12,16,signe howell,signe howell,,0,,4328125
2015,12,16,tidsskrift for velferdsforskning,tidsskrift for velferdsforskning,default_tab,2,14,1505625
2015,12,15,a theory of justice,a theory of justice,default_tab,1,12,8040673333
2015,12,15,spesialpedagogikk,spesialpedagogikk,,1,,5940066667
2015,12,15,aktør eller brikke. søkelys på menneskers selvforståelse.,aktør eller brikke søkelys på menneskers selvforståelse,,0,,2533333333
2015,12,15,financial times,financial times,default_tab,0,9,3748730667
2015,12,15,gender and the dysfunctional workplace,gender and the dysfunctional workplace,,9,,58
2015,12,15,"his brain, her brain?",his brain her brain,default_tab,4,3,1696306933
2015,12,15,international criminal law,international criminal law,default_tab,0,15,4981486667
2015,12,15,jorge amado,jorge amado,,1,,5347333333
2015,12,15,museum display,museum display,default_tab,1,15,28365
2015,12,15,psykologi i organisasjon og ledelse,psykologi i organisasjon og ledelse,default_tab,2,7,738
2015,12,15,international environmental agreements,international environmental agreements,,2,,1215286667
2015,12,15,kommunal organisering,kommunal organisering,,0,,2727333333
2015,12,15,the bare bones of sex: part 1 – sex and gender,the bare bones of sex: part 1 – sex and gender,default_tab,1,4,3033333333
2015,12,15,innføring i spesialpedagogikk,innføring i spesialpedagogikk,default_tab,4,10,5293333333
2015,12,15,tvangsfullbyrdelse,tvangsfullbyrdelse,default_tab,0,1,1814
2015,12,15,retssociologi,retssociologi,,3,,3633333333
2015,12,15,women and gender in islam: historical roots of a modern debate ahmad,women and gender in islam: historical roots of a modern debate ahmad,default_tab,0,0,1332466667
2015,12,14,"al-azm, sadik, “orientalisme og omvendt orientalisme”",al azm sadik orientalisme og omvendt orientalisme,default_tab,3,2,0
2015,12,14,92422497,92422497,,0,,1
2015,12,14,bart ehrman,bart ehrman,default_tab,1,13,3117142857
2015,12,14,"bergsgård, arne",bergsgård arne,,0,,1088571429
2015,12,14,cell,cell,default_tab,8,14,2748355643
2015,12,14,forvaltningsrett,forvaltningsrett,default_tab,7,8,1711142857
2015,12,14,"d.a. bell, j.m. coicaud (eds.), ethics in action: the ethical challenges of international human rights non governmental organizations, cambridge university press, cambridge (2007",da bell jm coicaud eds ethics in action: the ethical challenges of international human rights non governmental organizations cambridge university press cambridge 2007,,0,,3714285714
2015,12,14,sykdomslære,sykdomslære,default_tab,2,8,2121428571
2015,12,14,dictionary,dictionary,,0,,3296912857
2015,12,14,spss,spss,default_tab,3,9,3911264286
2015,12,14,lungesykdommer,lungesykdommer,,0,,2111428571
2015,12,14,vygotsky,vygotsky,default_tab,0,10,4220785714
2015,12,14,isolasjonisme og stormaktsgarantiar: norsk tryggingspolitikk 1905-1990,isolasjonisme og stormaktsgarantiar: norsk tryggingspolitikk 1905 1990,default_tab,0,12,3
2015,12,14,jennifer merchant,jennifer merchant,default_tab,5,1,7390571429
2015,12,14,knausgårds blomsterstykke,knausgårds blomsterstykke,,4,,2785714286
2015,12,14,kritische friedrich-schlegel-ausgabe,kritische friedrich schlegel ausgabe,,7,,2439285714
2015,12,14,mm,mm,default_tab,0,14,1474733643
2015,12,14,modern nutrition shils,modern nutrition shils,default_tab,0,13,20875
2015,12,14,oppvekst i norge,oppvekst i norge,,0,,3090714286
2015,12,14,qs 17,qs 17,,0,,6787857143
2015,12,14,retten i samfunnet,retten i samfunnet,default_tab,4,6,112
2015,12,14,edda,edda,default_tab,4,9,7572714286
2015,12,14,personality psychology. domains of knowledge about human nature,personality psychology domains of knowledge about human nature,default_tab,0,11,6171428571
2015,12,14,sadik al-azm,sadik al azm,default_tab,1,5,217
2015,12,14,terrorism and war,terrorism and war,,1,,6636435714
2015,12,14,transitional justice,transitional justice,default_tab,0,14,9230142857
2015,12,14,ways of making and knowing,ways of making and knowing,library_catalogue,0,0,2022142857
2015,12,13,"612,78",61278,,0,,303
2015,12,13,an introduction to political philosophy,an introduction to political philosophy,default_tab,0,9,3954923077
2015,12,13,jussens venner,jussens venner,,0,,7026153846
2015,12,13,arkivmagasinet,arkivmagasinet,default_tab,0,13,2162727273
2015,12,13,"""branca lie""",branca lie,library_catalogue,0,0,10
2015,12,13,sosialmedisin,sosialmedisin,default_tab,4,7,1012538462
2015,12,13,østbye homer,østbye homer,default_tab,0,0,4415384615
2015,12,13,european journal of international law,european journal of international law,default_tab,1,8,18093
2015,12,13,fables for our time,fables for our time,,7,,6288461538
2015,12,13,gunnerus,gunnerus,,0,,1381454615
2015,12,13,his brain her brain,his brain her brain,default_tab,0,3,3946555231
2015,12,13,journal of global history,journal of global history,default_tab,6,1,7442915385
2015,12,13,kinning of foreigners,kinning of foreigners,,0,,41
2015,12,13,konflikt som eiendom,konflikt som eiendom,default_tab,2,7,2969230769
2015,12,13,looming towers,looming towers,default_tab,6,13,302
2015,12,13,introduksjon til statistisk analyse,introduksjon til statistisk analyse,default_tab,8,3,13
2015,12,13,python,python,default_tab,4,11,8695230769
2015,12,13,menneskerettene og oss,menneskerettene og oss,default_tab,4,4,9
2015,12,13,new scientist,new scientist,default_tab,1,12,1500804615
2015,12,13,pain,pain,default_tab,0,13,5321279231
2015,12,13,"plewes, b.,",plewes b,,0,,3153846154
2015,12,13,stackhouse,stackhouse,,1,,2590769231
2015,12,13,toril moi,toril moi,default_tab,0,10,6289
2015,12,13,ultrasound,ultrasound,default_tab,0,13,4462590769
2015,12,12,"4,533,981",4533981,,0,,35
2015,12,12,a history of the middle east,a history of the middle east,default_tab,1,5,488195
2015,12,12,adopsjon,adopsjon,default_tab,0,10,4920833333
2015,12,12,alminnelig forvaltningsrett,alminnelig forvaltningsrett,default_tab,2,7,73
2015,12,12,anna ahlers,anna ahlers,default_tab,0,12,339
2015,12,12,barriers to conflict resolution,barriers to conflict resolution,default_tab,11,0,7578333333
2015,12,12,data structures and algorithm analysis in java,data structures and algorithm analysis in java,default_tab,2,5,138
2015,12,12,defining corpus online based,defining corpus online based,default_tab,0,1,405
2015,12,12,den nye vitenskapen,den nye vitenskapen,default_tab,1,1,6205
2015,12,12,do muslim women need saving,do muslim women need saving,,0,,185
2015,12,12,fables,fables,,10,,7995
2015,12,12,fattigdommens dynamikk,fattigdommens dynamikk,default_tab,0,5,1608333333
2015,12,12,"impact of socio-emotional context, brain development, and pubertal maturation on adolescent risk-taking",impact of socio emotional context brain development and pubertal maturation on adolescent risk taking,,0,,72
2015,12,12,utlendingsrett,utlendingsrett,default_tab,4,0,38
2015,12,12,journal of agricultural engineering research,journal of agricultural engineering research,,1,,3021141667
2015,12,12,lapponia,lapponia,default_tab,1,0,3883333333
2015,12,12,rettsdata,rettsdata,,0,,34
2015,12,12,rettsdata,rettsdata,default_tab,0,10,32
2015,12,12,nytt norsk tidsskrift,nytt norsk tidsskrift,,0,,2211833333
2015,12,12,rett : en internasjonal historie / dag michalsen,rett : en internasjonal historie dag michalsen,default_tab,6,7,4133333333
2015,12,12,metaphors we live by,metaphors we live by,default_tab,1,10,7523166667
2015,12,12,mot hevdvunne sannheter,mot hevdvunne sannheter,default_tab,1,6,9
2015,12,12,innføring i pedagogisk forskningsmetode,innføring i pedagogisk forskningsmetode,default_tab,4,5,1183333333
2015,12,12,petroleumskontrakter,petroleumskontrakter,default_tab,7,1,40
2015,12,12,popular music,popular music,,0,,1306775
2015,12,12,studies in comparative literature,studies in comparative literature,default_tab,3,11,2105333333
2015,12,12,medline,medline,default_tab,0,11,1703369708
2015,12,12,the architecture of vision: writings and interviews on cinema,the architecture of vision: writings and interviews on cinema,default_tab,0,4,2233333333
2015,12,12,the bare bones of sex,the bare bones of sex,default_tab,5,4,8775
2015,12,12,the tain,the tain,,0,,4007493333
2015,12,12,tua forsström,tua forsström,default_tab,11,12,52
2015,12,12,whale evolution,whale evolution,default_tab,0,0,102075
2015,12,12,retssociologi – klassiske og moderne perspektiver,retssociologi – klassiske og moderne perspektiver,default_tab,6,2,2666666667
2015,12,12,women and africa and politics,women and africa and politics,,0,,6948
2015,12,12,world bank climate,world bank climate,default_tab,4,2,9093833333
2015,12,11,0332-7779,0332 7779,default_tab,0,11,11
2015,12,11,historisk tidsskrift,historisk tidsskrift,default_tab,3,7,4975363636
2015,12,11,brazil education policy,brazil education policy,,0,,2855
2015,12,11,big java,big java,,2,,1267
2015,12,11,global and regional treaties,global and regional treaties,default_tab,0,4,834
2015,12,11,economics,economics,default_tab,0,4,11793511
2015,12,11,blodsykdommer,blodsykdommer,,0,,1106363636
2015,12,11,environment and planning a,environment and planning a,default_tab,0,11,1783781818
2015,12,11,evaluating qualitative research: dealing with the tension between ‘science’ and ‘creativity’,evaluating qualitative research: dealing with the tension between ‘science’ and ‘creativity’,,0,,1418181818
2015,12,11,hamsun,hamsun,default_tab,0,10,6424818182
2015,12,11,fransk,fransk,default_tab,1,3,1314663636
2015,12,11,"fried, alfred hermann",fried alfred hermann,default_tab,0,11,2439181818
2015,12,11,retriever,retriever,default_tab,0,7,2942363636
2015,12,11,global treaties,global treaties,,0,,7811909091
2015,12,11,innføring i spesialpedagogikk rygvold,innføring i spesialpedagogikk rygvold,default_tab,8,3,5
2015,12,11,the economist,the economist,default_tab,0,8,4080181818
2015,12,11,tidsskrift for rettsvitenskap,tidsskrift for rettsvitenskap,default_tab,0,9,1429545455
2015,12,11,journal of proteomics,journal of proteomics,default_tab,0,11,5334463636
2015,12,11,kommunikasjon og samhandling,kommunikasjon og samhandling,,0,,2305454545
2015,12,11,kulturforskjeller i praksis,kulturforskjeller i praksis,default_tab,3,2,38
2015,12,11,"livland, håkon",livland håkon,,0,,6818181818
2015,12,11,magnus rindal,magnus rindal,,7,,6381818182
2015,12,11,medvirkning i planlegging,medvirkning i planlegging,default_tab,0,0,1394545455
2015,12,11,military alliance,military alliance,,0,,2797209091
2015,12,11,multilingual assessment instrument for narratives,multilingual assessment instrument for narratives,default_tab,0,11,10
2015,12,11,psykologi i kommunen,psykologi i kommunen,default_tab,0,2,1241818182
2015,12,11,rettssociologi,rettssociologi,default_tab,2,8,2
2015,12,11,rettssosiologi,rettssosiologi,default_tab,0,8,9718181818
2015,12,11,scandinavian journal of public health,scandinavian journal of public health,default_tab,0,11,1178818182
2015,12,11,sivilprosess i et nøtteskall,sivilprosess i et nøtteskall,default_tab,4,3,2
2015,12,11,sosial endring og bygdesamfunn,sosial endring og bygdesamfunn,default_tab,0,11,22
2015,12,11,orientalism,orientalism,default_tab,0,10,7021
2015,12,11,the cold war and the middle east,the cold war and the middle east,default_tab,1,5,7574909091
2015,12,11,the governance of socio-technical systems. explaining change,the governance of socio technical systems explaining change,,1,,5
2015,12,11,yadullah shahibzadeh,yadullah shahibzadeh,default_tab,0,0,5
2015,12,11,øystein stene skuespillerkunsten,øystein stene skuespillerkunsten,default_tab,0,0,1
2015,12,10,940255308,940255308,alle_bibliotek,1,0,1
2015,12,10,adam smith,adam smith,default_tab,4,7,1853135
2015,12,10,analyst,analyst,default_tab,0,10,21
2015,12,10,arsen,arsen,,0,,48
2015,12,10,augustin: de magistro,augustin: de magistro,,0,,4697
2015,12,10,kvalitativ metode,kvalitativ metode,default_tab,3,6,67078
2015,12,10,bakhtin,bakhtin,,0,,50952
2015,12,10,harry potter,harry potter,,3,,399788
2015,12,10,lov og rett,lov og rett,,0,,21238
2015,12,10,aftenposten,aftenposten,,2,,8679
2015,12,10,bryman alan: social research methods,bryman alan: social research methods,default_tab,1,10,735
2015,12,10,cardiology,cardiology,,0,,3430012
